car_title,car_link,car_price,currency,years
Volkswagen T-Roc,https://www.otomoto.pl/oferta/volkswagen-t-roc-1-0-tsi-115-km-wyprzedaz-rocznika-w-aso-ID6BkHYb.html#b7ecd60cdc,86 400,PLN,2018
Volkswagen Tiguan II,https://www.otomoto.pl/oferta/volkswagen-tiguan-join-2-0-tdi-150-km-dsg-wyprzedaz-rocznika-w-aso-ID6BkHXi.html#b7ecd60cdc,137 100,PLN,2018
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-xcellence-1-4-tsi-125-km-wyprzedaz-rocznika-2018-aso-ID6zsSS5.html#b7ecd60cdc,76 333,PLN,2018
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-xcellence-1-4-tsi-125-km-wyprzedaz-rocznika-2018-aso-ID6AHhyt.html#b7ecd60cdc,76 371,PLN,2018
Volkswagen Golf VII,https://www.otomoto.pl/oferta/volkswagen-golf-highline-1-5-tsi-130-km-led-wyprzedaz-rocznika-w-aso-ID6BuTLb.html#b7ecd60cdc,88 200,PLN,2018
Volkswagen Arteon,https://www.otomoto.pl/oferta/volkswagen-arteon-r-line-2-0-tdi-190-km-dsg-wyprzedaz-rocznika-w-aso-ID6BuTyC.html#b7ecd60cdc,184 500,PLN,2018
Opel Vivaro II,https://www.otomoto.pl/oferta/opel-vivaro-long-1-6-biturbo-120km-salonpl-serwisaso-navi-klima-9osob-2xnowe-opony-ID6zS1Nw.html#b7ecd60cdc,68 888,PLN,2015
Volkswagen Golf VII,https://www.otomoto.pl/oferta/volkswagen-golf-comfortline-1-5-tsi-130-km-led-kamera-wyprzedaz-rocznika-w-aso-ID6Bu8cp.html#b7ecd60cdc,86 990,PLN,2018
Seat Arona,https://www.otomoto.pl/oferta/seat-arona-xcellence-1-0-tsi-115-km-eclipse-orange-midnight-black-ID6BtLS9.html#b7ecd60cdc,92 734,PLN,2018
Volkswagen Polo VI,https://www.otomoto.pl/oferta/volkswagen-polo-comfortline-1-0-tsi-95-km-wyprzedaz-rocznika-w-aso-ID6BoVnn.html#b7ecd60cdc,56 990,PLN,2018
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-st-fr-1-4-tsi-125km-od-reki-auto-dealera-fv23-mega-rabat-19-138-zl-ID6zo3Lz.html#b7ecd60cdc,79 900,PLN,2018
Seat Alhambra II,https://www.otomoto.pl/oferta/seat-alhambra-style-advanced-2-0-tdi-184-km-dsg-auto-demonstracyjne-ID6AhI5W.html#b7ecd60cdc,159 900,PLN,2018
Volkswagen Tiguan II,https://www.otomoto.pl/oferta/volkswagen-tiguan-join-2-0-tdi-150-km-dsg-active-info-display-wyprzedaz-rocznika-w-aso-ID6BnqCD.html#b7ecd60cdc,137 100,PLN,2018
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-xcellence-1-4-tsi-125-km-mystery-blue-wyprzedaz-rocznika-aso-2018-ID6AHFqy.html#b7ecd60cdc,76 333,PLN,2018
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-fr-1-4-ecotsi-150-km-desire-red-wyprzedaz-rocznika-2018-aso-ID6AHFJ1.html#b7ecd60cdc,89 330,PLN,2018
Volkswagen Golf VII,https://www.otomoto.pl/oferta/volkswagen-golf-highline-1-5-tsi-130-km-dsg-wyprzedaz-rocznika-w-aso-ID6AZiGu.html#b7ecd60cdc,98 900,PLN,2018
Volkswagen Tiguan II,https://www.otomoto.pl/oferta/volkswagen-tiguan-comfortline-2-0-tdi-150-km-wyprzedaz-rocznika-w-aso-ID6AZgdq.html#b7ecd60cdc,124 500,PLN,2018
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-xcellence-1-4-tsi-125-km-pirineos-grey-wyprzedaz-rocznika-aso-2018-ID6AHbrh.html#b7ecd60cdc,77 872,PLN,2018
Volkswagen Tiguan II,https://www.otomoto.pl/oferta/volkswagen-tiguan-comfortline-2-0-tdi-150-km-dsg-wyprzedaz-rocznika-w-aso-ID6AZgcH.html#b7ecd60cdc,136 500,PLN,2018
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-st-xcellence-1-4-ecotsi-150km-dsg7-mega-rabat-18-879-zl-nowa-cena-ID6zewsU.html#b7ecd60cdc,92 900,PLN,2018
Škoda Superb II,https://www.otomoto.pl/oferta/skoda-superb-nowy-silnik-1-9tdi-50tys-km-salonpl-aso-bezwypadkowy-xen-klima-zamiana-ID6zS0MQ.html#b7ecd60cdc,26 666,PLN,2009
Seat Alhambra II,https://www.otomoto.pl/oferta/seat-alhambra-style-advanced-2-0-tdi-184-km-dsg6-od-reki-ID6Brsbn.html#b7ecd60cdc,164 388,PLN,2018
Audi A6 C6,https://www.otomoto.pl/oferta/audi-a6-2-0-tdi-170-km-lift-manual-s-line-xenon-mmi3g-jak-nova-ID6Bras6.html#b7ecd60cdc,37 900,PLN,2009
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-st-fr-130-km-man6-candy-white-wyprzedaz-rocznika-2018-aso-ID6BrygP.html#b7ecd60cdc,86 055,PLN,2018
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-st-fr-130-km-man6-desire-red-wyprzedaz-rocznika-aso-2018-ID6Bry2w.html#b7ecd60cdc,87 305,PLN,2018
Volkswagen Tiguan II,https://www.otomoto.pl/oferta/volkswagen-tiguan-comfortline-2-0-tdi-150-km-dsg-wyprzedaz-rocznika-w-aso-ID6AuVO7.html#b7ecd60cdc,127 010,PLN,2018
Volkswagen Polo VI,https://www.otomoto.pl/oferta/volkswagen-polo-comfortline-1-0-tsi-95-km-wyprzedaz-rocznika-w-aso-ID6AuCxP.html#b7ecd60cdc,57 700,PLN,2018
Volkswagen Polo VI,https://www.otomoto.pl/oferta/volkswagen-polo-comfortline-1-0-tsi-95-km-wyprzedaz-rocznika-w-aso-ID6AuCxl.html#b7ecd60cdc,56 990,PLN,2018
Volkswagen Polo VI,https://www.otomoto.pl/oferta/volkswagen-polo-comfortline-1-0-tsi-95-km-wyprzedaz-rocznika-w-aso-ID6AcX6k.html#b7ecd60cdc,56 990,PLN,2018
Audi Q7 I,https://www.otomoto.pl/oferta/audi-q7-ID6AE5DF.html#b7ecd60cdc,57 000,PLN,2007
car_title,car_link,car_price,currency,years
Volkswagen Arteon,https://www.otomoto.pl/oferta/volkswagen-arteon-r-line-2-0-tdi-190-km-dsg-wyprzedaz-rocznika-w-aso-ID6zn9ql.html#ce46983c76,180 700,PLN,2018
Opel Corsa E,https://www.otomoto.pl/oferta/opel-corsa-1-4-twinport-90km-lpg-enjoy-upgrade-super-cena-okazja-ID6Bw7FS.html#ce46983c76,50 199,PLN,2018
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-fr-150-km-18-calowe-felgi-wyprzedaz-rocznika-2018-aso-ID6zD4HX.html#ce46983c76,86 524,PLN,2018
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-st-fr-1-5-tsi-130km-mystery-blue-wyprzedaz-rocznika-aso-2018-ID6A8scS.html#ce46983c76,86 892,PLN,2018
Kia Sportage IV,https://www.otomoto.pl/oferta/kia-sportage-1-6-gdi-132km-wersja-m-pakiet-smart-po-faceliftingu-ID6BsnAi.html#ce46983c76,86 270,PLN,2018
Ford Focus Mk3,https://www.otomoto.pl/oferta/ford-focus-1-6tdci-95km-1-wl-salon-pl-fvat-23-gwarancja-ID6A9J6E.html#ce46983c76,26 900,PLN,2014
Opel Crossland X,https://www.otomoto.pl/oferta/opel-crossland-x-1-2-mt6-130km-start-stop-enjoy-pakiet-plus-max-ID6Bw7Fk.html#ce46983c76,72 500,PLN,2018
Škoda Fabia III,https://www.otomoto.pl/oferta/skoda-fabia-salon-pl-1-wl-vat-23-ID6Bq5Uu.html#ce46983c76,44 400,PLN,2017
Škoda Octavia III,https://www.otomoto.pl/oferta/skoda-octavia-octavia-iii-1-4-150km-salon-polska-ID6Brqmn.html#ce46983c76,55 550,PLN,2013
Nissan X-Trail III,https://www.otomoto.pl/oferta/nissan-x-trail-tekna-2017r-2-0-dci-177km-4wd-salonpl-aso-fv23-ID6Adjnx.html#ce46983c76,118 900,PLN,2017
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-2-0-tsi-300km-dsg-cupra-comfort-czujniki-opcje-rabat-ID6Bw7Ej.html#ce46983c76,143 795,PLN,2018
Citroën C5 III,https://www.otomoto.pl/oferta/citroen-c5-tylko-152-000km-z-serwisami-gwarancja-pisemna-mozliwa-zamiana-ID6BksuZ.html#ce46983c76,18 900,PLN,2008
Nissan Qashqai I,https://www.otomoto.pl/oferta/nissan-qashqai-bose-nawigacja-kamera-cofania-pod-fotele-tempomat-ogranicznik-papis-ID6zFO8F.html#ce46983c76,43 900,PLN,2011
Subaru Forester II,https://www.otomoto.pl/oferta/subaru-forester-forester-07r-2-0benz-gaz-prins-panorama-manual-jak-nowy-ID6Bw7CD.html#ce46983c76,22 900,PLN,2007
Ford EDGE,https://www.otomoto.pl/oferta/ford-edge-okazja-ford-edge-2-0-tdci-210-km-twinturbo-powershift-awdtitanium5d-ID6AzKXr.html#ce46983c76,193 900,PLN,2018
BMW Seria 5 F10,https://www.otomoto.pl/oferta/bmw-seria-5-7-m-pakiet-komforty-webasto-heudup-soft-close-kamery-360-ID6zqBw5.html#ce46983c76,74 900,PLN,2010
Volkswagen Golf VI,https://www.otomoto.pl/oferta/volkswagen-golf-z-niemiecoplaconyserwis-aso-ID6BbEp0.html#ce46983c76,21 900,PLN,2009
Porsche Cayenne II,https://www.otomoto.pl/oferta/porsche-cayenne-4-2-diesel-382-km-sport-design-idealny-stan-ID6zcT0m.html#ce46983c76,167 000,PLN,2013
Mercedes-Benz Klasa A W169,https://www.otomoto.pl/oferta/mercedes-benz-klasa-a-160-cdi-bezwypadkowy-serwisowany-aso-zadbany-okazja-ID6Bw7BZ.html#ce46983c76,25 900,PLN,2012
Audi A6 C8,https://www.otomoto.pl/oferta/audi-a6-190-km-vebasto-side-i-line-assist-dealer-audi-fv-23-ID6Bso7K.html#ce46983c76,154 000,PLN,2017
Opel Crossland X,https://www.otomoto.pl/oferta/opel-crossland-x-1-2-at6-110km-start-stop-enjoy-pakiet-plus-ID6Bw7C5.html#ce46983c76,79 800,PLN,2018
Mercedes-Benz Klasa E W211,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-2-7-cdi-z-niemiecbezwypadkowyserwisoplacony-ID6BrqVV.html#ce46983c76,16 500,PLN,2003
Opel Insignia A,https://www.otomoto.pl/oferta/opel-insignia-salon-polska-1-wsza-rej-xii-2010r-ID6Bw74A.html#ce46983c76,33 300,PLN,2010
Audi A5 8T,https://www.otomoto.pl/oferta/audi-a5-sportback-1-8-tfsi-170km-6-bieg-manual-bezwypadkowy-f-ra-vat-ID6BtZKo.html#ce46983c76,75 000,PLN,2012
BMW Seria 1 F20,https://www.otomoto.pl/oferta/bmw-seria-1-118d-mpakiet-samochod-demo-automat-1ex-ID6AY97o.html#ce46983c76,125 900,PLN,2017
BMW X5 F15,https://www.otomoto.pl/oferta/bmw-x5-pierwszy-wlasciciel-serwisowany-bezwypadkowy-ID6AV3jf.html#ce46983c76,198 000,PLN,2016
Volkswagen Passat B6,https://www.otomoto.pl/oferta/volkswagen-passat-2-0-tdi-170km-highline-salon-polska-serwisowany-gwarancja-ID6AFPph.html#ce46983c76,16 400,PLN,2006
Peugeot 1007,https://www.otomoto.pl/oferta/peugeot-1007-1-4-b-73km-klima-serwisowany-import-niemcy-sliczny-gwarancja-ID6zRUzB.html#ce46983c76,14 400,PLN,2007
Suzuki Grand Vitara II,https://www.otomoto.pl/oferta/suzuki-grand-vitara-1-9ddis130pslift-navi-szyber-xenon-skory-keylessgo-super-stan-ID6zXa1F.html#ce46983c76,41 900,PLN,2012
Seat Exeo,https://www.otomoto.pl/oferta/seat-exeo-2-0tdicrnavi-mmi-bi-xenon-skory-alu-17-super-stan-ID6ATlhw.html#ce46983c76,27 999,PLN,2010
Toyota Auris II,https://www.otomoto.pl/oferta/toyota-auris-touring-sports-2-0-d4d-premium-2015r-salon-polska-bezkolizyjny-vat-ID6AdK35.html#ce46983c76,44 500,PLN,2015
Toyota Avensis III,https://www.otomoto.pl/oferta/toyota-avensis-prestige-skory-bezwypadkowy-prywatnie-i-wl-super-stan-ID6Bw7wX.html#ce46983c76,47 900,PLN,2012
car_title,car_link,car_price,currency,years
Audi A4 Allroad,https://www.otomoto.pl/oferta/audi-a4-allroad-alcantara-kamera-cofania-23-vat-ID6Bw7z4.html#5c84eb8972,117 900,PLN,2015
Renault Megane IV,https://www.otomoto.pl/oferta/renault-megane-life-sce-115-metalik-wyprzedaz-2018-ID6zdQ6e.html#5c84eb8972,56 000,PLN,2018
Ford Focus Mk3,https://www.otomoto.pl/oferta/ford-focus-ford-focus-1-6-i-105km-trend-gd41709-ID6BkrZV.html#5c84eb8972,43 900,PLN,2016
Toyota RAV4 IV,https://www.otomoto.pl/oferta/toyota-rav4-vat23-aso-awd-skora-blis-led-nawigacja-climatronic-papis-ID6Bq7Ma.html#5c84eb8972,71 900,PLN,2014
Volvo XC 60 I,https://www.otomoto.pl/oferta/volvo-xc-60-r-design-automat-navi-dvd-digital-przepiekne-100-bezwypadkowy-ID6BqS4i.html#5c84eb8972,99 700,PLN,2015
Audi A4 B9,https://www.otomoto.pl/oferta/audi-a4-s-line-2-0-tfsi-quattro-bangolufsen-led-ID6Bw7w8.html#5c84eb8972,135 000,PLN,2018
Renault Megane IV,https://www.otomoto.pl/oferta/renault-megane-grandcoupe-life-tce-115-fap-1-3-opony-zimowe-gratis-wyprzedaz-2018-ID6BrpYA.html#5c84eb8972,58 990,PLN,2018
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-fr-125-km-okazja-pakiet-serwisowy-gratis-wielka-wyprzedaz-ID6B7bLo.html#5c84eb8972,80 607,PLN,2018
Toyota Auris I,https://www.otomoto.pl/oferta/toyota-auris-super-stan-polecam-ID6Bw7wo.html#5c84eb8972,18 500,PLN,2007
Seat Arona,https://www.otomoto.pl/oferta/seat-arona-style-95km-okazja-rata-juz-od-21zl-dziennie-ID6ARRGS.html#5c84eb8972,64 347,PLN,2018
Seat Arona,https://www.otomoto.pl/oferta/seat-arona-xcellence-95-km-promocyjna-cena-ID6AcMFo.html#5c84eb8972,70 890,PLN,2018
Audi A3 8P,https://www.otomoto.pl/oferta/audi-a3-audi-8p-sportback-biala-perla-full-opcja-ID6BrqXe.html#5c84eb8972,36 500,PLN,2008
Peugeot 508,https://www.otomoto.pl/oferta/peugeot-508-163-km-automat-lopatki-hud-navi-polskora-panorama-grzane-siedzenia-ID6Bw7u5.html#5c84eb8972,37 900,PLN,2011
BMW Seria 1 E87,https://www.otomoto.pl/oferta/bmw-seria-1-2-0-163km-xenony-alu-m-pakiet-stan-super-gwarancja-ID6BrpEZ.html#5c84eb8972,27 900,PLN,2008
Honda Accord VIII,https://www.otomoto.pl/oferta/honda-accord-automatyczna-klimatyzacja-podgrzewane-fotele-historia-serwisowa-aso-ID6Bw7st.html#5c84eb8972,41 900,PLN,2008
Audi A6 C7,https://www.otomoto.pl/oferta/audi-a6-2-0tdi-190km-bose-vat23-aso-aktywny-tempomat-audi-connect-ID6zC2es.html#5c84eb8972,184 900,PLN,2017
Nissan Qashqai II,https://www.otomoto.pl/oferta/nissan-qashqai-tekna-pakiet-premium-od-reki-topowa-wersja-1-6-130-km-x-tronic-2018-ID6Bw7qz.html#5c84eb8972,110 500,PLN,2018
BMW Seria 7 G11/12,https://www.otomoto.pl/oferta/bmw-seria-7-bmw-730xd-salon-pl-1-wlasciciel-faktura-vat23-m-pakiet-ID6AtWXl.html#5c84eb8972,309 000,PLN,2016
BMW Seria 5 E60,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-525-2-5-l-d-195-km-2006-rok-ID6ARoDw.html#5c84eb8972,25 500,PLN,2006
Volkswagen Beetle,https://www.otomoto.pl/oferta/volkswagen-beetle-1-4i-tsi-o-mocy-160-km-ID6Brs3S.html#5c84eb8972,49 900,PLN,2014
Audi A4 B6,https://www.otomoto.pl/oferta/audi-a4-ID6BtMkp.html#5c84eb8972,14 700,PLN,2003
Audi A5 8T,https://www.otomoto.pl/oferta/audi-a5-a5-2-0-tdi-quattro-salon-polska-stereo-bang-olufsen-ID6Bw5vP.html#5c84eb8972,127 000,PLN,2015
Mercedes-Benz GLA,https://www.otomoto.pl/oferta/mercedes-benz-gla-amg-panorama-ksenon-led-elektryczna-klapa-papis-ID6Bw7px.html#5c84eb8972,98 900,PLN,2014
Renault Megane III,https://www.otomoto.pl/oferta/renault-megane-ID6zDmsc.html#5c84eb8972,25 000,PLN,2012
Mercedes-Benz Klasa C W204,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-mercedes-benz-c220-cdi-avantgarde-2011-lift-uszkodzony-ID6Brmnn.html#5c84eb8972,25 900,PLN,2011
Audi A4 B8,https://www.otomoto.pl/oferta/audi-a4-audi-a4-avant-ID6B4c2I.html#5c84eb8972,36 500,PLN,2010
Peugeot Partner II,https://www.otomoto.pl/oferta/peugeot-partner-1-6hdi-90kmoutdoorstan-perfekcyjnypelen-serwis-aso-ID6BrrjZ.html#5c84eb8972,22 900,PLN,2010
Volvo V60,https://www.otomoto.pl/oferta/volvo-v60-2-0d-136kmsummumnaviedrivepelen-serwis-aso-ID6Brrjk.html#5c84eb8972,36 500,PLN,2012
Renault Laguna III,https://www.otomoto.pl/oferta/renault-laguna-2-0-dci-130km-1-wlasciciel-salon-pl-serwisowany-faktura-vat-ID6AFZy9.html#5c84eb8972,24 900,PLN,2010
Audi A3 8V,https://www.otomoto.pl/oferta/audi-a3-1-4-tfsi-150-km-sportback-ID6AFF07.html#5c84eb8972,48 900,PLN,2017
Citroën C4 Grand Picasso II,https://www.otomoto.pl/oferta/citroen-c4-grand-picasso-1-6-bluehdinavi7-foteliledypelen-serwis-aso-ID6ATmKI.html#5c84eb8972,38 500,PLN,2013
Audi A4 B7,https://www.otomoto.pl/oferta/audi-a4-20-tdi-klimatronik-bezwypadkowa-swiezo-sprowadzona-ID6Bw5Jy.html#5c84eb8972,16 300,PLN,2007
car_title,car_link,car_price,currency,years
Volkswagen Sharan I,https://www.otomoto.pl/oferta/volkswagen-sharan-7foteli-climatronic-elektryka-bezwypadkowy-gwarancja-top-ID6AJqyh.html#a8cb591564,19 999,PLN,2008
Ford Galaxy Mk2,https://www.otomoto.pl/oferta/ford-galaxy-galaxy-2-0tdci-140km-06r-panorama-navi-100-org-ghia-sliczny-ID6Bw7jo.html#a8cb591564,23 900,PLN,2006
Mercedes-Benz GLK GLK,https://www.otomoto.pl/oferta/mercedes-benz-glk-mercedes-benz-glk-220-cdi-4matic-ID6AIgcj.html#a8cb591564,90 000,PLN,2012
Kia Venga,https://www.otomoto.pl/oferta/kia-venga-1-4dohc-90km-klima-bluetooth-czujniki-parkowania-salon-polski-aso-kia-ID6Bupop.html#a8cb591564,52 520,PLN,2018
Audi A4 B8,https://www.otomoto.pl/oferta/audi-a4-navi-grzane-fotele-bezwypadkowa-gwarancja-idealna-zadbana-ID6AZZY2.html#a8cb591564,34 999,PLN,2009
Mercedes-Benz GLC,https://www.otomoto.pl/oferta/mercedes-benz-glc-250-coupe-4matic-amg-salon-pl-od-reki-jak-nowy-fv-23-sliczny-ID6zN0h4.html#a8cb591564,219 000,PLN,2017
BMW Seria 3 E46,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-2-0-b-140-km-udokumentowany-przebieg-super-stan-piekna-ID6BsTSh.html#a8cb591564,13 800,PLN,2004
BMW Seria 3 E90,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e91-320d-2007r-163km-touring-manual-ID6Bri6P.html#a8cb591564,24 000,PLN,2007
BMW Seria 5 G30,https://www.otomoto.pl/oferta/bmw-seria-5-g30-520d-xdrive-sport-line-18-ID6AZYlX.html#a8cb591564,185 900,PLN,2017
BMW Seria 5 G30,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-520d-xdrive-limuzyna-sport-line-hifi-automat-18-ID6AK8oP.html#a8cb591564,169 900,PLN,2017
Volkswagen Passat B6,https://www.otomoto.pl/oferta/volkswagen-passat-historia-pojazdu-bezwypadkowosc-i-przebieg-w-pelni-udokumentowana-ID6Bw7m7.html#a8cb591564,14 900,PLN,2006
BMW X5 E70,https://www.otomoto.pl/oferta/bmw-x5-xdrive-3-0d-245km-f15-salon-polska-100-oryginal-serwisowany-ID6Bratq.html#a8cb591564,79 800,PLN,2010
Renault Megane IV,https://www.otomoto.pl/oferta/renault-megane-grandtour-tce-115-samochod-demonstracyjny-ID6BuKn9.html#a8cb591564,69 200,PLN,2018
Škoda Fabia III,https://www.otomoto.pl/oferta/skoda-fabia-salon-polska-vat-ambition-ID6z1jT5.html#a8cb591564,40 750,PLN,2016
Volkswagen Golf VII,https://www.otomoto.pl/oferta/volkswagen-golf-1-4-tsi-125km-comfortline-ID6Bw7kA.html#a8cb591564,76 500,PLN,2018
Opel Vivaro II,https://www.otomoto.pl/oferta/opel-vivaro-kombi-edition-125km-extra-long-wyprzedaz-okazja-ID6AVhAp.html#a8cb591564,88 900,PLN,2018
Chevrolet Captiva,https://www.otomoto.pl/oferta/chevrolet-captiva-7-osob-alu-polskora-climatronic-bezwypadkowy-gwarancja-ID6Bl1ZI.html#a8cb591564,27 999,PLN,2010
Volkswagen Passat B8,https://www.otomoto.pl/oferta/volkswagen-passat-2-0-tdi-190km-highline-ID6Bw7jB.html#a8cb591564,79 500,PLN,2015
Ford Galaxy Mk2,https://www.otomoto.pl/oferta/ford-galaxy-ladne-i-zadbane-galaxybezwypadkowyserwisowanyzamiana-na-tanszy-ID6ziCkQ.html#a8cb591564,47 850,PLN,2014
Porsche 911 991,https://www.otomoto.pl/oferta/porsche-911-carrera-gts-4-salon-porsche-centrum-wroclaw-ID6BsYPQ.html#a8cb591564,99 000,PLN,2017
Opel Insignia A,https://www.otomoto.pl/oferta/opel-insignia-opel-insignia-2-0-disel-160km-cosmo-ecoflex-fabr-doposazenie-salon-pl-ID6Brqyf.html#a8cb591564,33 800,PLN,2009
Opel Astra J,https://www.otomoto.pl/oferta/opel-astra-maly-przebieg-ID6Bupnt.html#a8cb591564,30 000,PLN,2013
BMW X3 E83,https://www.otomoto.pl/oferta/bmw-x3-bmw-x3-2-0d-150-km-lift-pelny-serwis-faktury-bogata-wersja-perfekcyjna-ID6BrqEL.html#a8cb591564,31 800,PLN,2007
Renault Laguna III,https://www.otomoto.pl/oferta/renault-laguna-renault-laguna-iii-2-0-dci-150km-initiale-paris-salon-pl-ID6BfdCJ.html#a8cb591564,20 700,PLN,2008
Seat Leon III,https://www.otomoto.pl/oferta/seat-leon-cupra-r-limited-edition-300-km-dsg-ostatnia-sztuka-ID6Bq5xR.html#a8cb591564,187 500,PLN,2018
Toyota Yaris III,https://www.otomoto.pl/oferta/toyota-yaris-1-0-vvti-5-osobowy-3-drzwi-fv23-salon-pl-aso-14300-zl-netto-ID6AcnUS.html#a8cb591564,17 600,PLN,2014
Toyota Auris I,https://www.otomoto.pl/oferta/toyota-auris-bardzo-zadbane-i-bezwypadkowe-auto-ID6ACzeB.html#a8cb591564,15 490,PLN,2007
BMW X2,https://www.otomoto.pl/oferta/bmw-x2-nowe-x2-18i-140-km-automat-alpejska-biel-ID6BsnxH.html#a8cb591564,146 900,PLN,2018
BMW Seria 5 E39,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-e39-kombi-2-5d-common-rail-autom-213tys-km-wyposazenie-max-krakow-ID6AArTC.html#a8cb591564,8 200,PLN,2002
Hyundai i40,https://www.otomoto.pl/oferta/hyundai-i40-1-7-crdi-136-km-z-niemiec-bialy-bezwypadkowy-serwisowany-ID6Bu8lx.html#a8cb591564,34 900,PLN,2013
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-1-6-comfort-gwarancja-ID6BkwBk.html#a8cb591564,64 500,PLN,2017
Mercedes-Benz Klasa E W210,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-e270-t-cdi-avantgarde-zarejestrowany-dobrze-wyposazony-i-utrzymany-ID6Btp2u.html#a8cb591564,16 000,PLN,2000
car_title,car_link,car_price,currency,years
Honda CR-V III,https://www.otomoto.pl/oferta/honda-cr-v-honda-crv-2-2-diesel-bezwypadkowy-ID6B23TJ.html#a8945f0061,20 999,PLN,2007
Toyota Auris II,https://www.otomoto.pl/oferta/toyota-auris-1-4-d-4d-active-oferta-dealera-gwarancja-ID6B05E3.html#a8945f0061,47 400,PLN,2016
Hyundai i20 I,https://www.otomoto.pl/oferta/hyundai-i20-klima-multifunkcja-elektryka-zarejestrowany-od-kobiety-top-ID6BqVt7.html#a8945f0061,18 499,PLN,2010
Volkswagen Touran I,https://www.otomoto.pl/oferta/volkswagen-touran-highline-7-osob-skora-full-wersja-super-stan-ID6Bw7aV.html#a8945f0061,22 500,PLN,2007
Ford Focus Mk3,https://www.otomoto.pl/oferta/ford-focus-faktura-vat-23-78-tys-km-1-6-b-150-km-salon-polska-i-wl-ID6Bw7b9.html#a8945f0061,35 500,PLN,2014
Volkswagen Passat B8,https://www.otomoto.pl/oferta/volkswagen-passat-1-8-tsi-bmt-comfortline-gwarancja-ID6BqLbx.html#a8945f0061,94 900,PLN,2017
Mercedes-Benz ML W163,https://www.otomoto.pl/oferta/mercedes-benz-ml-ml-inspiration270cdi-full-xemon-4x4-navi-bezwypad-raty-bez-bik-i-krd-ID6BsTQn.html#a8945f0061,21 999,PLN,2003
Volkswagen Touareg I,https://www.otomoto.pl/oferta/volkswagen-touareg-ID6AwvbP.html#a8945f0061,45 500,PLN,2008
Opel Zafira B,https://www.otomoto.pl/oferta/opel-zafira-tempomat-klimatronik-132tys-km-ID6BrqNY.html#a8945f0061,13 900,PLN,2005
Audi Q5 FY,https://www.otomoto.pl/oferta/audi-q5-sport-40-tdi-190-km-quattro-s-tronic-audi-centrum-lodz-ID6Bm3eh.html#a8945f0061,251 900,PLN,2018
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-1-6-comfort-gwarancja-oferta-dealera-ID6BbCwl.html#a8945f0061,64 500,PLN,2017
Toyota Yaris III,https://www.otomoto.pl/oferta/toyota-yaris-hybrid-100-premium-gwarancja-oferta-dealera-city-style-ID6BbCwb.html#a8945f0061,66 500,PLN,2017
Toyota Auris II,https://www.otomoto.pl/oferta/toyota-auris-1-4-d-4d-active-gwarancja-oferta-dealera-ID6ARIxx.html#a8945f0061,46 400,PLN,2016
Toyota RAV4 IV,https://www.otomoto.pl/oferta/toyota-rav4-2-0-premium-4x4-ms-gwarancja-oferta-dealera-ID6Aszzp.html#a8945f0061,107 400,PLN,2017
Renault Scenic II,https://www.otomoto.pl/oferta/renault-scenic-renault-scenic-1-9dci-ID6Brbez.html#a8945f0061,8 500,PLN,2005
BMW Seria 5 E60,https://www.otomoto.pl/oferta/bmw-seria-5-1wl-bezwyp-aso-serwis-520d-163km-nowe-sprzeglo-i-dwumas-okazja-ID6BrqJ7.html#a8945f0061,25 900,PLN,2006
Dodge Caliber,https://www.otomoto.pl/oferta/dodge-caliber-skora-klima-szyberdach-alu-tempomat-grzane-fotele-z-niemiec-rej-256zl-ID6Bw74P.html#a8945f0061,14 900,PLN,2007
BMW Seria 3 E90,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e92-coupe-320d-ID6Bj96V.html#a8945f0061,35 900,PLN,2009
Citroën C-Elysée,https://www.otomoto.pl/oferta/citroen-c-elyse-salon-polska-gaz-fabryczny-dealer-autoryz-kosmetycznie-uszkodz-vat23-ID6BupkL.html#a8945f0061,24 900,PLN,2017
